From,To,Mean,Std. Dev
Katsuura-bd458151d956,Yokohama-aa8f1ab13ec7,1432.523127079396,1051.5385768180547
Yokohama-aa8f1ab13ec7,Katsuura-bd458151d956,4940.794601949259,0.0
Kushimoto-d61f845045fd,Mizushima-972596797070,10700.230028198916,0.0
Mizushima-972596797070,Kushimoto-d61f845045fd,1472.7432422130976,1374.1935539980402
Tachibana-6f7f6a7dfe03,Yura-7aaaa98a7398,114.74958916575366,935.8944032196259
Yura-7aaaa98a7398,Tachibana-6f7f6a7dfe03,1002.3873435472448,0.0
Kawanoishi-68b06633efe8,Kobe-979d4b8273a3,4193.528251666345,0.0
Kobe-979d4b8273a3,Kawanoishi-68b06633efe8,549.5399847294741,0.0
Hozyo-f39b98207039,Iwakuni Ko-3ec9f7fd5723,11964.239406780189,0.0
Iwakuni Ko-3ec9f7fd5723,Hozyo-f39b98207039,1302.4880580003467,0.0
Kochi-e6e88119c460,Kiire-c1d11e2429fa,1053.854570402135,3748.872624037199
Kiire-c1d11e2429fa,Kochi-e6e88119c460,2300.3156735937273,0.0
Shibushi Wan-9ff6fc1396fd,Ube-c273f1ec2e46,14939.02255252672,0.0
Ube-c273f1ec2e46,Shibushi Wan-9ff6fc1396fd,249.3511233674449,640.4527072995893
Ube-c273f1ec2e46,Kiire-c1d11e2429fa,324.47126753185745,0.0
Kiire-c1d11e2429fa,Ube-c273f1ec2e46,774.3042120118689,5078.813687999076
Nango-2eb87ffa95ac,Iwakuni Ko-3ec9f7fd5723,4432.766108628863,0.0
Iwakuni Ko-3ec9f7fd5723,Nango-2eb87ffa95ac,2076.3993298973855,0.0
Hidaka-780e273f0325,Shimotsu-3d4c4b2e6f91,736.0028365850171,0.0
Shimotsu-3d4c4b2e6f91,Hidaka-780e273f0325,2888.4934160259572,1091.585264626832
Tonosho-2a781aaddabc,Mizushima-972596797070,31542.618309196943,0.0
Mizushima-972596797070,Tonosho-2a781aaddabc,3381.522945663289,0.0
Shibushi Wan-9ff6fc1396fd,Kashima-8e7e597c2046,4504.15721020846,0.0
Kashima-8e7e597c2046,Shibushi Wan-9ff6fc1396fd,313.5710891667304,0.0
Kashima-8e7e597c2046,Tomakomai-c94f864ced4a,3755.040177128562,445.35786145285186
Tomakomai-c94f864ced4a,Kashima-8e7e597c2046,1900.0554512833523,0.0
Tosa-shimizu-e76ed49f73db,Iwakuni Ko-3ec9f7fd5723,3939.700152402988,1129.549123999915
Iwakuni Ko-3ec9f7fd5723,Tosa-shimizu-e76ed49f73db,308.3692935709225,0.0
San Antonio-4a753f7ce8a5,Quintero-4b0992806f09,11182.070520459756,3.465047405767876
Quintero-4b0992806f09,San Antonio-4a753f7ce8a5,6323.425286361764,0.0
San Antonio-4a753f7ce8a5,Talcahuano-f218806b0ec7,7235.253244536568,36.482697579990884
Talcahuano-f218806b0ec7,San Antonio-4a753f7ce8a5,10723.939462941182,0.0
Puerto Ventanas-cac3a8f8b448,San Vicente-37d45c87e8d9,8490.690108640587,1017.36021541076
San Vicente-37d45c87e8d9,Puerto Ventanas-cac3a8f8b448,2567.2120750623794,0.0
Valparaiso-c9cccf4560d5,Quintero-4b0992806f09,177.4062120858422,0.0
Quintero-4b0992806f09,Valparaiso-c9cccf4560d5,16254.413550854817,3142.0221263518774
Las Salinas-aa4e98056e1c,Quintero-4b0992806f09,4999.451754932928,416.54451261871
Quintero-4b0992806f09,Las Salinas-aa4e98056e1c,4634.396929891962,1741.3184789906986
Quintero-4b0992806f09,Callao-324582de5e88,4601.64963048652,0.0
Callao-324582de5e88,Quintero-4b0992806f09,9256.378005321163,729.2908406208048
Hong Kong-0c90bc71ba92,Sabah Terminal-f96b052e46b2,5139.972903131995,1078.070238072336
Sabah Terminal-f96b052e46b2,Hong Kong-0c90bc71ba92,6159.699379347212,0.0
Cossack-71584b369f53,Exmouth-8319bd3b7298,4207.123576345873,0.0
Exmouth-8319bd3b7298,Cossack-71584b369f53,9748.608970181069,0.0
Taichung-7354b6d28ef6,Jeju-04d83fba8e92,17211.985460037882,0.0
Jeju-04d83fba8e92,Taichung-7354b6d28ef6,640.2315520387469,349.54069200471446
Pengerang-1ae97f4f549d,Tanjung Pelepas-71ae886ba35d,4883.624621306372,2015.2999301900363
Tanjung Pelepas-71ae886ba35d,Pengerang-1ae97f4f549d,629.3595243751713,0.0
Wadi Feiran-f112385ebe45,Sadat-9e690dd0eaf0,4211.134779556856,0.0
Sadat-9e690dd0eaf0,Wadi Feiran-f112385ebe45,14955.53608229091,0.0
Sadat-9e690dd0eaf0,Ain Sukhna-1a3e7c53d691,1524.9951539321412,0.0
Ain Sukhna-1a3e7c53d691,Sadat-9e690dd0eaf0,3413.7147428479643,0.0
Wadi Feiran-f112385ebe45,Ain Sukhna-1a3e7c53d691,6177.967679785541,14.51505179963929
Ain Sukhna-1a3e7c53d691,Wadi Feiran-f112385ebe45,1078.572798049963,0.0
Zeit Bay Terminal-743e257bfe00,Sadat-9e690dd0eaf0,3744.9315728640413,0.0
Sadat-9e690dd0eaf0,Zeit Bay Terminal-743e257bfe00,1128.6941008197994,0.0
Suez-4ad378ddd198,Sidi Kerir-552c943d8b08,523.3031415308335,0.0
Sidi Kerir-552c943d8b08,Suez-4ad378ddd198,9647.83077526101,674.8531059004163
Ras Shukheir-8cbc214c7efa,Ain Sukhna-1a3e7c53d691,607.2505231949182,0.0
Ain Sukhna-1a3e7c53d691,Ras Shukheir-8cbc214c7efa,723.1337553815248,0.0
Ain Sukhna-1a3e7c53d691,Ras Gharib-305f907eb640,5154.236321234932,0.0
Ras Gharib-305f907eb640,Ain Sukhna-1a3e7c53d691,5076.890617435343,1733.5659367135174
Port Said-73e707725c62,Sadat-9e690dd0eaf0,5630.587891375309,351.85172258787253
Sadat-9e690dd0eaf0,Port Said-73e707725c62,5549.542317999002,245.71830378725264
Suez-4ad378ddd198,Port Said-73e707725c62,487.8477412761885,0.0
Port Said-73e707725c62,Suez-4ad378ddd198,17452.687394882614,3.967111734450702
Fanara-d8097cc33917,El Hamra Oil Terminal-c68ec7f166d6,3547.1348028465445,426.36677521361787
El Hamra Oil Terminal-c68ec7f166d6,Fanara-d8097cc33917,1269.4304796889753,0.0
Sadat-9e690dd0eaf0,Ras Gharib-305f907eb640,3324.767934482293,0.0
Ras Gharib-305f907eb640,Sadat-9e690dd0eaf0,1557.0624077808047,89.54254490327475
Ras Budran Terminal-76404baac7e6,Sadat-9e690dd0eaf0,5029.696527791453,0.0
Sadat-9e690dd0eaf0,Ras Budran Terminal-76404baac7e6,6575.51169946329,377.1863110405109
Kali Limenes-4a137f39ea06,Marsa-el-Brega-47896c91db43,590.5034205101364,312.19502911606537
Marsa-el-Brega-47896c91db43,Kali Limenes-4a137f39ea06,2902.111259417131,0.0
Whitegate-af96b36e8476,Sture-306d65b12c37,2001.2443540101024,0.0
Sture-306d65b12c37,Whitegate-af96b36e8476,6262.154946891381,0.0
Larak Is.-56c401139f36,Assaluyeh-6ac34a3404e7,3686.8658496865432,0.0
Assaluyeh-6ac34a3404e7,Larak Is.-56c401139f36,2190.732979818506,0.0
Arabi-01dad3b1d6a1,Good Hope-431d3b6c8970,3000.4077306907734,0.0
Good Hope-431d3b6c8970,Arabi-01dad3b1d6a1,7666.973782692137,0.0
Bissau-ae01c4d37cac,Ngqura-56172ec93945,5820.892108368527,0.0
Ngqura-56172ec93945,Bissau-ae01c4d37cac,4942.789065130072,112.4229913952469
Pascagoula-7c3cc504a701,LOOP-c19184b7b547,4735.079275013517,38.97806876817457
LOOP-c19184b7b547,Pascagoula-7c3cc504a701,22776.941376298288,0.0
Longkou-83dd447f48b9,Chisepo-478015b7d098,2544.5003739331355,117.15050931854256
Chisepo-478015b7d098,Longkou-83dd447f48b9,20864.614328429274,0.0
Yantai-d043de68a047,Kozmino-62a166ce6f35,2545.9679990567784,0.0
Kozmino-62a166ce6f35,Yantai-d043de68a047,2500.809587310582,51.03360621893256
Avalon-9dcfdaa2a4cd,Cherry Point-69fb11f0514e,882.9743747181298,1206.6460270712105
Cherry Point-69fb11f0514e,Avalon-9dcfdaa2a4cd,1496.3862373706686,726.4733995203584
Ryde-55baeddac00e,Gothenburg-de0033e99214,10083.783537974661,0.0
Gothenburg-de0033e99214,Ryde-55baeddac00e,5113.800373557292,0.0
Panama City-6a366b46b9bd,Tumaco-1fcbbc4d05f2,705.4611776348515,215.07182193180037
Tumaco-1fcbbc4d05f2,Panama City-6a366b46b9bd,1980.384957160287,1335.3942154053134
Coatzacoalcos-230dbf9a65a3,Baton Rouge-1866b408e4d1,10896.995164883198,0.0
Baton Rouge-1866b408e4d1,Coatzacoalcos-230dbf9a65a3,1422.1679681502542,4.794861345254173
Balboa-9c622572e868,St Croix-746521cb3acc,1784.4103096574,454.0035870115303
St Croix-746521cb3acc,Balboa-9c622572e868,4182.52241910729,395.14485786469265
Port Aransas-29a8105fada5,Port O'connor-8bbd6bb0380c,185.0862158143073,0.0
Port O'connor-8bbd6bb0380c,Port Aransas-29a8105fada5,1503.900038495368,0.0
Puerto La Cruz-04e122120f88,Amuay Bay-5e4554330016,2521.608485838493,0.0
Amuay Bay-5e4554330016,Puerto La Cruz-04e122120f88,301.57716852675907,1188.018150431906
Felton-75d2c607efac,Matanzas-0c7cf8ac0c2c,1251.8145951693411,38.53811748916784
Matanzas-0c7cf8ac0c2c,Felton-75d2c607efac,406.4130652741237,0.0
Cayo Moa Grande-de440accf880,Amuay Bay-5e4554330016,4084.6645925386515,0.0
Amuay Bay-5e4554330016,Cayo Moa Grande-de440accf880,6028.953035556776,0.0
Amuay Bay-5e4554330016,Punta Cardon-a3b8a4418174,6620.263245830186,0.0
Punta Cardon-a3b8a4418174,Amuay Bay-5e4554330016,22044.951327620154,0.0
Saint John-99b5182a722a,Freeport-fd2e0532af21,21165.429672227754,0.0
Freeport-fd2e0532af21,Saint John-99b5182a722a,8988.712116197901,0.0
St. James-f7d07a0501fa,Galveston-80916f3912d8,1506.1264765167944,0.0
Galveston-80916f3912d8,St. James-f7d07a0501fa,10025.67706125019,0.0
Delaware-b7084da9a089,Southwest Pass-bcf54ac59c4c,6086.571827581125,0.0
Southwest Pass-bcf54ac59c4c,Delaware-b7084da9a089,1125.6757612111473,0.0
Algeciras-f1a4cd999637,Fos-a89094aa52c0,2684.518441389232,0.0
Fos-a89094aa52c0,Algeciras-f1a4cd999637,207.10623809579542,0.0
Fos-a89094aa52c0,Trieste-2aed856f346e,592.5989120131367,0.0
Trieste-2aed856f346e,Fos-a89094aa52c0,6267.290495971442,539.461877548948
Secas Island-948dc6b9bdca,Panama City-6a366b46b9bd,5968.963886047403,0.0
Panama City-6a366b46b9bd,Secas Island-948dc6b9bdca,281.1138430865186,0.0
Panama City-6a366b46b9bd,Galveston-80916f3912d8,922.6094792096573,0.0
Galveston-80916f3912d8,Panama City-6a366b46b9bd,1287.0327770094614,0.0
Skagen Havn-db9fa00eadc5,Lowestoft-fa26f9b6e8fb,4204.36588024476,23.593603448318056
Lowestoft-fa26f9b6e8fb,Skagen Havn-db9fa00eadc5,1656.4415029732531,0.0
Rudkobing-a77ee73fde2d,Frederikshavn-09d8333af9ca,6076.562070216425,0.0
Frederikshavn-09d8333af9ca,Rudkobing-a77ee73fde2d,6659.218400680445,0.0
Valletta Harbors-9964ebed3065,St. Paul's Bay-173c82902bec,9008.811740804564,885.1252039111507
St. Paul's Bay-173c82902bec,Valletta Harbors-9964ebed3065,2606.2403837488328,0.0
El Hamra Oil Terminal-c68ec7f166d6,Port Said-73e707725c62,1298.597288758987,0.0
Port Said-73e707725c62,El Hamra Oil Terminal-c68ec7f166d6,5027.540761180846,0.0
Port Said-73e707725c62,Skikda-d728e6dfae5d,7501.251564372369,80.71500977848356
Skikda-d728e6dfae5d,Port Said-73e707725c62,529.9511101823433,0.0
Tenes-bcf7a64fa258,Santa Panagia-efd40d901d95,1232.1135668074385,0.0
Santa Panagia-efd40d901d95,Tenes-bcf7a64fa258,2879.4323604694378,467.40288333537535
Whiffen Head-9d95e17d2034,Gibraltar-1fcc4603c786,3051.9756525049565,845.1460714844773
Gibraltar-1fcc4603c786,Whiffen Head-9d95e17d2034,409.79952150750864,0.0
Jeddah-17dce7ee2e7d,Bashayer-5e903d6d5c2c,181.06021466911284,0.0
Bashayer-5e903d6d5c2c,Jeddah-17dce7ee2e7d,1229.3606029561279,0.0
LOOP-c19184b7b547,Cayo Arcas Terminal-b6b6e0d459e4,19430.872175331864,927.1950783961681
Cayo Arcas Terminal-b6b6e0d459e4,LOOP-c19184b7b547,3190.5720032496647,0.0
Midia-3dfd7036f3cc,Fos-a89094aa52c0,2299.805326108348,0.0
Fos-a89094aa52c0,Midia-3dfd7036f3cc,40411.60545772364,787.9430951866365
Laurium-0c1bd8a6c6dd,Novorossiysk CPC-3b26a9570fd1,4257.451846375591,481.74450390741185
Novorossiysk CPC-3b26a9570fd1,Laurium-0c1bd8a6c6dd,419.08671928852874,870.0334114041005
Istanbul-5b38615ba682,Icdas-bdb5025eb89f,1270.770071701422,1316.6900012637502
Icdas-bdb5025eb89f,Istanbul-5b38615ba682,3260.5632258500736,0.0
Midia-3dfd7036f3cc,Novorossiysk CPC-3b26a9570fd1,3974.3476152717108,1263.5292207626817
Novorossiysk CPC-3b26a9570fd1,Midia-3dfd7036f3cc,2538.7351323786825,0.0
Fujairah-ca26fade3b91,Khor Fakkan-6317b39e2dcf,2471.14338019964,0.0
Khor Fakkan-6317b39e2dcf,Fujairah-ca26fade3b91,707.5762957904076,0.0
Tubarao-4848d977be95,Madre De Deus-1d2feb9c4dd5,219.24218413892507,0.0
Madre De Deus-1d2feb9c4dd5,Tubarao-4848d977be95,8168.865605760961,180.22283592747098
Suape-b993f91ea377,Port De Salvador-f8855b05ba0e,2735.4871998286026,0.0
Port De Salvador-f8855b05ba0e,Suape-b993f91ea377,18118.1102627661,0.0
Sao Francisco-a1636f5a0ca0,Angra Dos Reis-d87b536f17a4,3306.2419246953727,268.334240858321
Angra Dos Reis-d87b536f17a4,Sao Francisco-a1636f5a0ca0,4907.234250522143,118.65187521988022
Niteroi-4f72e75cb748,Porto Acu-db9c1341eaaa,4465.399092396993,2481.4479743282986
Porto Acu-db9c1341eaaa,Niteroi-4f72e75cb748,3902.3256971361866,0.0
Shuqaiq-b93cf1301611,Ras Gharib-305f907eb640,6248.116517740526,481.00111197307945
Ras Gharib-305f907eb640,Shuqaiq-b93cf1301611,5082.664249711113,0.0
Port Isabel-69b426430620,Dos Bocas-51ae87032a0e,4358.768331818543,0.0
Dos Bocas-51ae87032a0e,Port Isabel-69b426430620,762.7068814446797,0.0
Coatzacoalcos-230dbf9a65a3,Paulsboro-b860100abb51,9073.88804105696,60.40974056441496
Paulsboro-b860100abb51,Coatzacoalcos-230dbf9a65a3,15352.731460121453,0.0
Corpus Christi-7a30d31f121f,Chiriqui Grande-4479d7260a3a,2832.964801798972,0.0
Chiriqui Grande-4479d7260a3a,Corpus Christi-7a30d31f121f,8749.715585092392,0.0
Dos Bocas-51ae87032a0e,LOOP-c19184b7b547,16687.75055767956,2853.0571211783476
LOOP-c19184b7b547,Dos Bocas-51ae87032a0e,4370.853835345203,0.0
Shengsi-1ff2517a2977,Shanghai-0939779c35c2,1368.7769256720344,79.95280270705653
Shanghai-0939779c35c2,Shengsi-1ff2517a2977,2233.137841100889,0.0
Dalian-641923403d46,Caofeidian-29498c3cc308,692.2409518482212,0.0
Caofeidian-29498c3cc308,Dalian-641923403d46,367.2845631994003,0.0
Shanghai-0939779c35c2,Yangpu-da9d66d9e3a9,15287.868284854972,0.0
Yangpu-da9d66d9e3a9,Shanghai-0939779c35c2,414.00717041420125,0.0
Houston-453dd058edad,Tampico-d7f4205ad8ae,317.35354829065176,0.0
Tampico-d7f4205ad8ae,Houston-453dd058edad,4215.035316158323,0.0
Colon-c99513f17c23,Mamonal-3f9fa4be84a1,3304.4100899654804,0.0
Mamonal-3f9fa4be84a1,Colon-c99513f17c23,10039.085341561697,815.1824835537818
Mamonal-3f9fa4be84a1,Chiriqui Grande-4479d7260a3a,4261.0737448853215,0.0
Chiriqui Grande-4479d7260a3a,Mamonal-3f9fa4be84a1,4483.726868358544,308.5957653906654
Port Neches-b1543f00d56b,Port Fourchon-39947b92ce27,1208.886942009045,0.0
Port Fourchon-39947b92ce27,Port Neches-b1543f00d56b,8940.17079897237,3153.7838305899418
Pilottown-f030e97eb75d,Destrehan-3e0eb54ab1e0,9407.11771460678,1164.6936158098538
Destrehan-3e0eb54ab1e0,Pilottown-f030e97eb75d,693.7155868639287,0.0
Helgoland-c47a1ee22838,Mongstad-8338fd2d4afb,3270.307998886221,343.3219610051966
Mongstad-8338fd2d4afb,Helgoland-c47a1ee22838,7515.701829692162,0.0
Barranquilla-8df7e9f6c7e8,Covenas-76285da2ae54,873.5962960249079,0.0
Covenas-76285da2ae54,Barranquilla-8df7e9f6c7e8,16965.92840746098,16.362184828255195
Baton Rouge-1866b408e4d1,Dos Bocas-51ae87032a0e,1227.7106182274988,559.3883733601702
Dos Bocas-51ae87032a0e,Baton Rouge-1866b408e4d1,186.6720620656338,5447.8297134479735
Freeport-fd2e0532af21,Port Aransas-29a8105fada5,4381.194248739815,0.0
Port Aransas-29a8105fada5,Freeport-fd2e0532af21,1172.9460751733761,1195.6277794029193
Loksa-5c043ab222c5,Sillamae-907fb7299dee,7221.705689689734,0.0
Sillamae-907fb7299dee,Loksa-5c043ab222c5,14612.625995171506,7923.254081372268
New York/New Jersey-8cd5e206ca6b,Destrehan-3e0eb54ab1e0,300.56630730083936,0.0
Destrehan-3e0eb54ab1e0,New York/New Jersey-8cd5e206ca6b,2522.7726946640364,112.8199710371245
Corpus Christi-7a30d31f121f,Saint John-99b5182a722a,772.1651959199298,0.0
Saint John-99b5182a722a,Corpus Christi-7a30d31f121f,4362.24218012903,183.77046616779793
Coatzacoalcos-230dbf9a65a3,Dos Bocas-51ae87032a0e,3438.7429092808648,0.0
Dos Bocas-51ae87032a0e,Coatzacoalcos-230dbf9a65a3,4162.678780889173,0.0
Cayo Arcas Terminal-b6b6e0d459e4,Nederland Terminal-aba03a4a335d,7271.366311577064,5530.472373397732
Nederland Terminal-aba03a4a335d,Cayo Arcas Terminal-b6b6e0d459e4,8398.993944142483,0.0
Port O'connor-8bbd6bb0380c,Coatzacoalcos-230dbf9a65a3,3462.8847396080873,0.0
Coatzacoalcos-230dbf9a65a3,Port O'connor-8bbd6bb0380c,8042.796253229454,0.0
Prigorodnoye-556300b689ad,Qingdao-910e8b237492,4145.177186151964,2505.6331014106077
Qingdao-910e8b237492,Prigorodnoye-556300b689ad,6742.625096774785,0.0
Beilun-16a7df7c1e03,Prigorodnoye-556300b689ad,5600.296690306752,0.0
Prigorodnoye-556300b689ad,Beilun-16a7df7c1e03,410.35628778574005,0.0
Prigorodnoye-556300b689ad,Yangshan-6984eab6a8fc,9822.048001786381,0.0
Yangshan-6984eab6a8fc,Prigorodnoye-556300b689ad,5301.240254273751,78.57161397163036
St Eustatius-6d04d0582e89,Colon-c99513f17c23,5610.724284612547,0.0
Colon-c99513f17c23,St Eustatius-6d04d0582e89,12739.740515534972,0.0
Newlyn-87594d8b7c06,New York/New Jersey-8cd5e206ca6b,2397.214065426339,0.0
New York/New Jersey-8cd5e206ca6b,Newlyn-87594d8b7c06,1124.4574662252498,0.0
Isla Taboguilla-18cc376c453a,Salina Cruz-bef5961095f2,2704.4049819211086,0.0
Salina Cruz-bef5961095f2,Isla Taboguilla-18cc376c453a,6419.5383108081,249.83167476074212
Salina Cruz-bef5961095f2,El Segundo-44e37d0a9803,2370.896679040441,0.0
El Segundo-44e37d0a9803,Salina Cruz-bef5961095f2,3516.635600056527,1.5099460433158909
Lazaro Cardenas-43bf0fb63d65,Salina Cruz-bef5961095f2,5652.183059636223,2485.2479590479315
Salina Cruz-bef5961095f2,Lazaro Cardenas-43bf0fb63d65,28059.04877958397,0.0
Port Dickson-47b3d9faec98,Singapore-bfe15a9e31a0,18640.01706163453,0.0
Singapore-bfe15a9e31a0,Port Dickson-47b3d9faec98,12205.556838640849,1863.0910528667291
Sriracha-6848d1a49775,Sabah Terminal-f96b052e46b2,15414.154847160784,0.0
Sabah Terminal-f96b052e46b2,Sriracha-6848d1a49775,2928.237663692066,966.2232947032008
Sabah Terminal-f96b052e46b2,Kuala Linggi Intl Port-6425839cf0d6,13960.95331097914,74.67431718449896
Kuala Linggi Intl Port-6425839cf0d6,Sabah Terminal-f96b052e46b2,12353.02903060604,0.0
Donggang-927fec3776e9,Qingdao-910e8b237492,5322.940110603183,210.23864788891348
Qingdao-910e8b237492,Donggang-927fec3776e9,5926.779937794198,0.0
Scarborough-42ecf6f91696,Teesport-736acdd7afa2,3838.9639468048426,0.0
Teesport-736acdd7afa2,Scarborough-42ecf6f91696,3232.066556560151,602.4824181191376
Kharg-15622ded90e9,Fujairah-ca26fade3b91,5583.863485873612,0.0
Fujairah-ca26fade3b91,Kharg-15622ded90e9,1336.1573837148946,1734.5606350909038
Port Klang-083f09688b4c,Karachi-d8f24cbce54f,12082.593421841491,0.0
Karachi-d8f24cbce54f,Port Klang-083f09688b4c,3120.2726379732053,0.0
Gulf Gateway-e0932031b5b6,Freeport-3415bc29dc8c,12637.977704320527,0.0
Freeport-3415bc29dc8c,Gulf Gateway-e0932031b5b6,370.5351309026702,91.16157759808469
Esmeraldas-2296c98900e5,Quintero-4b0992806f09,3603.3900930805034,0.0
Quintero-4b0992806f09,Esmeraldas-2296c98900e5,1636.3917722811848,0.0
Portobelo-02fb1b76c4f2,Covenas-76285da2ae54,4196.744513728332,0.0
Covenas-76285da2ae54,Portobelo-02fb1b76c4f2,27839.30953866907,2565.331097614457
Panama City-6a366b46b9bd,Puerto Sandino-875494a578f2,2602.8459484423547,0.0
Puerto Sandino-875494a578f2,Panama City-6a366b46b9bd,2567.356041323045,72.70606327105718
Long Beach-4c3082f54073,Singapore-bfe15a9e31a0,3651.124585749335,1690.547586138682
Singapore-bfe15a9e31a0,Long Beach-4c3082f54073,10558.36872004814,57.76415479049036
No 1-a3f3dce2871b,Esmeraldas-2296c98900e5,5391.731612550952,2277.5182092186997
Esmeraldas-2296c98900e5,No 1-a3f3dce2871b,4221.474868674898,0.0
Charco Azul-07e1063ddabf,Esmeraldas-2296c98900e5,3184.880485477114,133.27742696053178
Esmeraldas-2296c98900e5,Charco Azul-07e1063ddabf,4510.5712476783965,2522.896686598152
Gothenburg-de0033e99214,New York/New Jersey-8cd5e206ca6b,3337.4876822805945,0.0
New York/New Jersey-8cd5e206ca6b,Gothenburg-de0033e99214,1735.19004608256,358.44069973255824
Panama City-6a366b46b9bd,Salina Cruz-bef5961095f2,5819.963954140993,0.0
Salina Cruz-bef5961095f2,Panama City-6a366b46b9bd,10371.574257012586,0.0
Long Beach-4c3082f54073,Tanjung Pelepas-71ae886ba35d,4080.599969760065,1412.0727980288877
Tanjung Pelepas-71ae886ba35d,Long Beach-4c3082f54073,3634.4098822516794,1132.6748985241252
Singapore-bfe15a9e31a0,Bin Qasim-80d463699f40,13736.251850706529,813.5465905035562
Bin Qasim-80d463699f40,Singapore-bfe15a9e31a0,314.98648605511073,0.0
Singapore-bfe15a9e31a0,Dumai-2e7d15752dc3,862.3406945489427,3193.6274149798533
Dumai-2e7d15752dc3,Singapore-bfe15a9e31a0,9553.943649754445,3639.240840536465
Fujairah-ca26fade3b91,Ras Laffan-cb891923a010,1579.6168520878846,3226.293463255293
Ras Laffan-cb891923a010,Fujairah-ca26fade3b91,12138.00747082159,0.0
Ras Laffan-cb891923a010,Port Klang-083f09688b4c,24468.33891014228,356.0961974063122
Port Klang-083f09688b4c,Ras Laffan-cb891923a010,5961.625448045609,954.0792923285228
Fujairah-ca26fade3b91,Mina Al Ahmadi Sea Island-98bd957bb207,1971.7862236344088,781.3442009084515
Mina Al Ahmadi Sea Island-98bd957bb207,Fujairah-ca26fade3b91,412.7375724932726,0.0
Ras Tanura-601e8fb13c3c,Zirku Island-a43755386268,3475.5283554230155,620.2714978668413
Zirku Island-a43755386268,Ras Tanura-601e8fb13c3c,17884.936898253593,0.0
Galle Harbor-5d159c090d3b,Fujairah-ca26fade3b91,2903.157997348271,4436.163527823194
Fujairah-ca26fade3b91,Galle Harbor-5d159c090d3b,4303.844501733793,0.0
Cork-5b70e0e2edb0,Primorsk-1745900bf09d,5812.556710041018,0.0
Primorsk-1745900bf09d,Cork-5b70e0e2edb0,8773.429239970017,0.0
Houston-453dd058edad,Tranmere-7a5883e42177,6139.453634913007,0.0
Tranmere-7a5883e42177,Houston-453dd058edad,875.3781022992622,0.0
Lyness-b0a6e09ce2a9,Castellon-08c2845d53fd,3045.7742026984524,0.0
Castellon-08c2845d53fd,Lyness-b0a6e09ce2a9,16245.59209847599,0.0
Gunsan-6a244100846b,Daesan-5e616be98516,1903.9282628486885,134.93993137033928
Daesan-5e616be98516,Gunsan-6a244100846b,1601.6005815702704,0.0
Pohang-b563bc92ffb3,Dongjiakou-192facca7a0e,10009.906161830459,0.0
Dongjiakou-192facca7a0e,Pohang-b563bc92ffb3,720.6669390180376,0.0
Yeosu-e9b7bd6fcddb,Nakhodka-eaf8326ce14b,2472.034402918041,91.7137039561433
Nakhodka-eaf8326ce14b,Yeosu-e9b7bd6fcddb,5044.325043907352,0.0
Ulsan-b3b140b8d0ea,Honolulu-c946080c104a,740.5813902800479,0.0
Honolulu-c946080c104a,Ulsan-b3b140b8d0ea,1001.4835519871913,0.0
Garyville-04c030e40e80,Corpus Christi-7a30d31f121f,1968.3566800165834,661.079527158231
Corpus Christi-7a30d31f121f,Garyville-04c030e40e80,3124.5212501853202,661.9450487723993
Gothenburg-de0033e99214,Ensted-599085667443,2419.5214206264304,0.42884978604720714
Ensted-599085667443,Gothenburg-de0033e99214,6792.187269164477,401.9898887362044
Jebel Dhanna-4c73169e04bb,Zirku Island-a43755386268,4030.748863612962,0.0
Zirku Island-a43755386268,Jebel Dhanna-4c73169e04bb,1381.8450489062536,572.9202180333418
Whiffen Head-9d95e17d2034,Augusta-facbcc9badd3,4689.250858832592,0.0
Augusta-facbcc9badd3,Whiffen Head-9d95e17d2034,1632.352310600731,0.0
Labuan-7c41e61707fc,Ko Si Chang Harbor-272da3f36a5a,2906.1286378983077,903.3784696392679
Ko Si Chang Harbor-272da3f36a5a,Labuan-7c41e61707fc,3806.308274323857,0.0
Cape Cuvier-7d9904fa7148,Exmouth-8319bd3b7298,3890.5532079534446,28.585935524589846
Exmouth-8319bd3b7298,Cape Cuvier-7d9904fa7148,5782.788757356792,1972.1400760225483
Exmouth-8319bd3b7298,Kukup-739aed8dab99,2699.3636864040523,342.0273041920113
Kukup-739aed8dab99,Exmouth-8319bd3b7298,2644.880630822727,0.0
Khios-86355852accd,Novorossiysk CPC-3b26a9570fd1,1206.4085339826208,1741.1089832708692
Novorossiysk CPC-3b26a9570fd1,Khios-86355852accd,2038.2570845192488,0.0
Ambelaki-f95bf05978df,Ez Zueitina-df251b334fca,3869.844731782564,15370.259652034205
Ez Zueitina-df251b334fca,Ambelaki-f95bf05978df,2107.392395528111,0.0
Mina Al Ahmadi Sea Island-98bd957bb207,Zirku Island-a43755386268,12158.79106713688,1414.6039713530768
Zirku Island-a43755386268,Mina Al Ahmadi Sea Island-98bd957bb207,3891.1210694402175,0.0
Forcados-344ee102e813,Abidjan-ef95aea8399b,1248.6883650396117,4558.102511085542
Abidjan-ef95aea8399b,Forcados-344ee102e813,1203.7393900531647,0.0
Abidjan-ef95aea8399b,Paradip-bbfab942f25c,1862.88273845527,0.0
Paradip-bbfab942f25c,Abidjan-ef95aea8399b,41017.73394085943,0.0
Nansha-30b0e011c238,Dongjiakou-192facca7a0e,345.04955800639226,0.0
